mesh_id,descriptor_name,tree_number,parent_tree_number,parent_id,parent_name
D012380,Role,F01.829.316.616,F01,D001520,Behavior and Behavior Mechanisms
D016494,Computer Security,L01.224.134,L01,D007254,Information Science
D016494,Computer Security,N04.452.910.200,N04,D006298,Health Services Administration
D042683,Angiopoietin-1,D12.644.276.100.100.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D042683,Angiopoietin-1,D23.529.100.100.100,D23,D001685,Biological Factors
D054313,Drug Agonism,G07.690.773.968.154,G07,D010829,Physiological Phenomena
D015524,Sphenoid Sinusitis,C01.748.749.827,C01,D007239,Infections
D015524,Sphenoid Sinusitis,C08.460.692.752.827,C08,D012140,Respiratory Tract Diseases
D015524,Sphenoid Sinusitis,C09.603.692.752.827,C09,D010038,Otorhinolaryngologic Diseases
D009607,Nitrosourea Compounds,D02.065.950.594,D02,D009930,Organic Chemicals
D015772,"4,5-Dihydro-1-(3-(trifluoromethyl)phenyl)-1H-pyrazol-3-amine",D03.383.129.539.180,D03,D006571,Heterocyclic Compounds
D015104,"3,4-Methylenedioxyamphetamine",D02.092.471.683.152.660,D02,D009930,Organic Chemicals
D002203,Capital Punishment,I01.880.604.160,I01,D012942,Social Sciences
D063826,Kosovo,Z01.542.248.506,Z01,D005842,Geographic Locations
D020312,Dromaiidae,B01.050.150.900.248.600.200,B01,D056890,Eukaryota
D000975,Antioxidants,D23.063,D23,D001685,Biological Factors
D000975,Antioxidants,D27.505.519.217,D27,D020164,Chemical Actions and Uses
D003078,Colchicine,D03.132.225,D03,D006571,Heterocyclic Compounds
D009943,Organophosphorus Compounds,D02.705,D02,D009930,Organic Chemicals
D036982,Heel Spur,C05.116.540.310.600,C05,D009140,Musculoskeletal Diseases
D050481,Vesicular Neurotransmitter Transport Proteins,D12.776.157.530.450.162.887,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000091343,Organocopper Compounds,D02.257.133,D02,D009930,Organic Chemicals
D056953,"Nuclear Receptor Subfamily 1, Group D, Member 1",D12.776.260.643.080,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000095164,Maldives,Z01.252.245.782.906,Z01,D005842,Geographic Locations
D000071740,ORAI1 Protein,D12.776.157.530.400.150.740.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D010752,Phosphoramide Mustards,D02.455.526.728.650.730,D02,D009930,Organic Chemicals
D000077287,Levetiracetam,D02.065.064.432,D02,D009930,Organic Chemicals
D000077287,Levetiracetam,D03.383.773.812.362,D03,D006571,Heterocyclic Compounds
D000980,Antiplatyhelmintic Agents,D27.505.954.122.250.075.100,D27,D020164,Chemical Actions and Uses
D043425,Glutamate Carboxypeptidase II,D08.811.277.656.350.245.400,D08,D045762,Enzymes and Coenzymes
D003156,Community Mental Health Services,F04.408.307,F04,D004191,Behavioral Disciplines and Activities
D003156,Community Mental Health Services,N02.421.143.183,N02,D005159,Health Care Facilities Workforce and Services
D011812,Quinuclidines,D03.605.687,D03,D006571,Heterocyclic Compounds
D000077157,Sorafenib,D02.065.950.681.757,D02,D009930,Organic Chemicals
D000077157,Sorafenib,D03.066.515.530.750,D03,D006571,Heterocyclic Compounds
D012770,"Shock, Cardiogenic",C14.280.647.500.750,C14,D002318,Cardiovascular Diseases
D012770,"Shock, Cardiogenic",C23.550.513.355.750.750,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D004163,Diphosphoglyceric Acids,D02.241.081.844.387.388,D02,D009930,Organic Chemicals
D004163,Diphosphoglyceric Acids,D09.811.366.388,D09,D002241,Carbohydrates
D053767,Glucagon-Like Peptide 2,D06.472.317.680.500.750,D06,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D011337,Probability Learning,F02.463.425.701,F02,D011579,Psychological Phenomena
D000077265,Donepezil,D02.455.426.559.847.486.487.280,D02,D009930,Organic Chemicals
D000077265,Donepezil,D03.383.621.238,D03,D006571,Heterocyclic Compounds
D000077265,Donepezil,D04.615.486.487.280,D04,D011083,Polycyclic Compounds
D000099150,"Receptor, Farnesoid X-Activated",D12.776.826.276,D12,D000602,"Amino Acids, Peptides, and Proteins"
D013827,Thiabendazole,D02.886.675.840,D02,D009930,Organic Chemicals
D013827,Thiabendazole,D03.383.129.708.824,D03,D006571,Heterocyclic Compounds
D018697,Nootropic Agents,D27.505.954.427.637,D27,D020164,Chemical Actions and Uses
D002635,Chenodeoxycholic Acid,D04.210.500.105.225.272.150,D04,D011083,Polycyclic Compounds
D058113,Cerumenolytic Agents,D27.505.519.295,D27,D020164,Chemical Actions and Uses
D000091542,Neighborhood Characteristics,I01.880.853.500.525,I01,D012942,Social Sciences
D000091542,Neighborhood Characteristics,N01.224.791.775,N01,D011154,Population Characteristics
D000091542,Neighborhood Characteristics,N06.850.505.400.800.775,N06,D004778,Environment and Public Health
D002762,Cholecalciferol,D04.210.500.247.222.159,D04,D011083,Polycyclic Compounds
D002762,Cholecalciferol,D10.570.938.146,D10,D008055,Lipids
D045706,Proprotein Convertase 2,D08.811.277.656.300.760.646,D08,D045762,Enzymes and Coenzymes
D019548,Crime Victims,M01.135,M01,D009272,Persons
D045162,Thiazolidinediones,D02.886.675.933,D02,D009930,Organic Chemicals
D045162,Thiazolidinediones,D03.383.129.708.933,D03,D006571,Heterocyclic Compounds
D020791,Venombin A,D08.811.277.656.300.760.955,D08,D045762,Enzymes and Coenzymes
D065366,Cryptoxanthins,D02.455.326.271.665.202.868.374,D02,D009930,Organic Chemicals
D065366,Cryptoxanthins,D23.767.261.887.374,D23,D001685,Biological Factors
D000069263,Fallopia,B01.875.800.575.912.250.825.359,B01,D056890,Eukaryota
D012902,Smegma,A12.200.769,A12,D005441,Fluids and Secretions
D020512,"Myopathy, Central Core",C05.651.575.300,C05,D009140,Musculoskeletal Diseases
D020512,"Myopathy, Central Core",C10.668.491.550.300,C10,D009422,Nervous System Diseases
D009037,Motilin,D06.472.317.525,D06,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D009037,Motilin,D12.644.400.470,D12,D000602,"Amino Acids, Peptides, and Proteins"
D009286,Naphthylvinylpyridine,D02.455.426.559.847.638.900,D02,D009930,Organic Chemicals
D009286,Naphthylvinylpyridine,D03.383.725.495,D03,D006571,Heterocyclic Compounds
D009286,Naphthylvinylpyridine,D04.615.638.900,D04,D011083,Polycyclic Compounds
D061107,Nucleoside Diphosphate Kinase D,D08.811.913.696.650.550.200.500,D08,D045762,Enzymes and Coenzymes
D061107,Nucleoside Diphosphate Kinase D,D12.776.575.781,D12,D000602,"Amino Acids, Peptides, and Proteins"
D012803,Sick Role,F01.829.316.616.751,F01,D001520,Behavior and Behavior Mechanisms
D006704,Homemaker Services,N02.421.143.524.595,N02,D005159,Health Care Facilities Workforce and Services
D053778,Thiazolidines,D02.886.675.966,D02,D009930,Organic Chemicals
D064423,Drug Trafficking,I01.198.240.247,I01,D012942,Social Sciences
D000638,Amiodarone,D03.633.100.127.075,D03,D006571,Heterocyclic Compounds
D000077597,Vildagliptin,D02.626.943,D02,D009930,Organic Chemicals
D000077597,Vildagliptin,D03.383.773.953,D03,D006571,Heterocyclic Compounds
D062865,"Diuretics, Potassium Sparing",D27.505.696.560.500.726,D27,D020164,Chemical Actions and Uses
D016547,Kinesins,D08.811.277.040.025.193.500,D08,D045762,Enzymes and Coenzymes
D016547,Kinesins,D12.776.220.600.450.450,D12,D000602,"Amino Acids, Peptides, and Proteins"
D020887,Selenious Acid,D01.810.900,D01,D007287,Inorganic Chemicals
D012672,Semliki forest virus,B04.820.578.875.054.840,B04,D014780,Viruses
D024483,Vitamin K 3,D02.455.426.559.847.638.721.374.922,D02,D009930,Organic Chemicals
D024483,Vitamin K 3,D04.615.638.721.374.922,D04,D011083,Polycyclic Compounds
D017611,Fluorine Compounds,D01.303,D01,D007287,Inorganic Chemicals
D017751,Safety Management,N04.452.871.900,N04,D006298,Health Services Administration
D017751,Safety Management,N06.850.135.060.075.800,N06,D004778,Environment and Public Health
D011682,"Purchasing, Hospital",N02.278.216.500.968.679,N02,D005159,Health Care Facilities Workforce and Services
D011682,"Purchasing, Hospital",N04.452.442.452.422.679,N04,D006298,Health Services Administration
D001257,Mamastrovirus,B04.820.578.250.500,B04,D014780,Viruses
D004870,Erabutoxins,D12.644.173,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000099236,"Solute Carrier Family 11, Member 2",D12.776.157.530.450.250.895,D12,D000602,"Amino Acids, Peptides, and Proteins"
D008782,Methylurea Compounds,D02.065.950.511,D02,D009930,Organic Chemicals
D000074609,Marijuana Use,F01.145.610,F01,D001520,Behavior and Behavior Mechanisms
D000074609,Marijuana Use,F03.900.643,F03,D001523,Mental Disorders
D014883,Water-Electrolyte Imbalance,C18.452.950,C18,D009750,Nutritional and Metabolic Diseases
D018612,Byzantium,Z01.586.035.175,Z01,D005842,Geographic Locations
D013858,Thiobarbiturates,D03.383.742.698.253.800,D03,D006571,Heterocyclic Compounds
D010879,Piperazines,D03.383.606,D03,D006571,Heterocyclic Compounds
D006379,Helping Behavior,F01.145.813.225,F01,D001520,Behavior and Behavior Mechanisms
D031286,Jatropha,B01.875.800.575.912.250.859.797.438.488,B01,D056890,Eukaryota
D004100,Dihydroxycholecalciferols,D04.210.500.247.222.159.478.387,D04,D011083,Polycyclic Compounds
D004100,Dihydroxycholecalciferols,D10.570.938.146.478.387,D10,D008055,Lipids
D043924,Angiogenesis Modulating Agents,D27.505.696.377.077,D27,D020164,Chemical Actions and Uses
D053834,Explosive Agents,D27.720.317,D27,D020164,Chemical Actions and Uses
D014227,Triazines,D03.383.931,D03,D006571,Heterocyclic Compounds
D000079922,Copper Transport Proteins,D12.776.157.530.450.250.578,D12,D000602,"Amino Acids, Peptides, and Proteins"
D018576,Home Health Aides,M01.526.485.067.350,M01,D009272,Persons
D018576,Home Health Aides,N02.360.067.350,N02,D005159,Health Care Facilities Workforce and Services
D014226,Triazenes,D02.925,D02,D009930,Organic Chemicals
D028203,Cedrus,B01.875.800.575.912.625.875.222,B01,D056890,Eukaryota
D006795,Household Products,J01.516,J01,D013676,"Technology, Industry, and Agriculture"
D000095488,Nicotine Replacement Therapy,E02.319.597,E02,D013812,Therapeutics
D000078722,PC-3 Cells,A11.251.210.190.690,A11,D002477,Cells
D056920,Nuclear Receptor Coactivator 1,D08.811.913.050.134.415.500.100,D08,D045762,Enzymes and Coenzymes
D056920,Nuclear Receptor Coactivator 1,D12.644.360.024.314.100,D12,D000602,"Amino Acids, Peptides, and Proteins"
D003292,Convulsants,D27.505.696.282.224,D27,D020164,Chemical Actions and Uses
D000073871,Triggering Receptor Expressed on Myeloid Cells-1,D09.400.430.890.919,D09,D002241,Carbohydrates
D000073871,Triggering Receptor Expressed on Myeloid Cells-1,D12.776.395.550.919,D12,D000602,"Amino Acids, Peptides, and Proteins"
D064226,Prescription Drug Diversion,I01.198.240.609,I01,D012942,Social Sciences
D065694,Cytochrome P-450 CYP1A2 Inducers,D27.505.389.249.120,D27,D020164,Chemical Actions and Uses
D003521,Cyclopropanes,D02.455.426.392.368.533,D02,D009930,Organic Chemicals
D055553,Prescription Drugs,D26.670,D26,D004364,Pharmaceutical Preparations
D050961,Glycine Decarboxylase Complex H-Protein,D05.500.562.452.175,D05,D046911,Macromolecular Substances
D050961,Glycine Decarboxylase Complex H-Protein,D08.811.600.391.175,D08,D045762,Enzymes and Coenzymes
D014530,Uridine Diphosphate,D03.383.742.686.850.600,D03,D006571,Heterocyclic Compounds
D014530,Uridine Diphosphate,D13.695.740.850.600,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D008743,Methyl Parathion,D02.705.400.625.600.500,D02,D009930,Organic Chemicals
D006887,Hydroxycholecalciferols,D04.210.500.247.222.159.478,D04,D011083,Polycyclic Compounds
D006887,Hydroxycholecalciferols,D10.570.938.146.478,D10,D008055,Lipids
D010261,Paraoxon,D02.705.400.650,D02,D009930,Organic Chemicals
D013111,Spider Venoms,D20.888.065.870,D20,D045424,Complex Mixtures
D013111,Spider Venoms,D23.946.833.065.870,D23,D001685,Biological Factors
D057773,Cold Shock Proteins and Peptides,D12.644.360.175,D12,D000602,"Amino Acids, Peptides, and Proteins"
D026922,"Amino Acid Transport Systems, Acidic",D12.776.157.530.200.249,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000076225,Mechanistic Target of Rapamycin Complex 2,D05.500.356,D05,D046911,Macromolecular Substances
D000076225,Mechanistic Target of Rapamycin Complex 2,D08.811.913.696.620.682.700.931.750,D08,D045762,Enzymes and Coenzymes
D000076225,Mechanistic Target of Rapamycin Complex 2,D12.776.476.563.931.750,D12,D000602,"Amino Acids, Peptides, and Proteins"
D003163,Competitive Behavior,F01.145.813.105,F01,D001520,Behavior and Behavior Mechanisms
D011759,Pyrrolidines,D03.383.773,D03,D006571,Heterocyclic Compounds
D010721,Phosphinic Acids,D01.029.260.700.600,D01,D007287,Inorganic Chemicals
D010721,Phosphinic Acids,D02.705.629,D02,D009930,Organic Chemicals
D004083,Cholestanol,D04.210.500.247.100.250,D04,D011083,Polycyclic Compounds
D004083,Cholestanol,D10.570.938.208.160,D10,D008055,Lipids
D007605,Juvenile Hormones,D06.472.445.573.666,D06,D006730,"Hormones, Hormone Substitutes, and Hormone Antagonists"
D001584,Benzoxepins,D03.633.100.245,D03,D006571,Heterocyclic Compounds
D062708,Epithelial Sodium Channel Agonists,D27.505.519.562.625.249,D27,D020164,Chemical Actions and Uses
D003986,Dibenzocycloheptenes,D02.455.426.559.847.181.384,D02,D009930,Organic Chemicals
D003986,Dibenzocycloheptenes,D04.615.181.384,D04,D011083,Polycyclic Compounds
D061209,Proton Ionophores,D27.505.519.389.936.500,D27,D020164,Chemical Actions and Uses
D054803,Phospholipase C delta,D08.811.277.352.640.700.700.562.625,D08,D045762,Enzymes and Coenzymes
D054803,Phospholipase C delta,D12.776.476.557.625,D12,D000602,"Amino Acids, Peptides, and Proteins"
D022362,Hepatitis A Vaccines,D20.215.894.899.955.395,D20,D045424,Complex Mixtures
D013558,Sydnones,D03.383.129.462.580.693,D03,D006571,Heterocyclic Compounds
D013328,Strophanthins,D04.210.500.155.580.130.750,D04,D011083,Polycyclic Compounds
D013328,Strophanthins,D09.408.180.810,D09,D002241,Carbohydrates
D000076742,Synthetic Drugs,D26.909,D26,D004364,Pharmaceutical Preparations
D009514,Vanuatu,Z01.639.760.590.736,Z01,D005842,Geographic Locations
D055765,Shc Signaling Adaptor Proteins,D12.644.360.024.330,D12,D000602,"Amino Acids, Peptides, and Proteins"
D012929,Psychological Distance,F01.145.813.630,F01,D001520,Behavior and Behavior Mechanisms
D065853,Spatial Learning,F01.145.875.730,F01,D001520,Behavior and Behavior Mechanisms
D065853,Spatial Learning,F02.463.425.874,F02,D011579,Psychological Phenomena
D055572,Ceramidases,D08.811.277.087.250,D08,D045762,Enzymes and Coenzymes
D013835,Thiamine Pyrophosphate,D02.886.675.900.702,D02,D009930,Organic Chemicals
D013835,Thiamine Pyrophosphate,D03.383.129.708.900.702,D03,D006571,Heterocyclic Compounds
D013835,Thiamine Pyrophosphate,D08.211.878,D08,D045762,Enzymes and Coenzymes
D009612,Nicotinamide-Nucleotide Adenylyltransferase,D08.811.913.696.445.600,D08,D045762,Enzymes and Coenzymes
D009612,Nicotinamide-Nucleotide Adenylyltransferase,D12.776.157.687.499,D12,D000602,"Amino Acids, Peptides, and Proteins"
D014326,Tropanes,D02.145.074.722,D02,D009930,Organic Chemicals
D014326,Tropanes,D03.132.889,D03,D006571,Heterocyclic Compounds
D014475,Uncoupling Agents,D27.505.519.389.936,D27,D020164,Chemical Actions and Uses
D055757,SOXE Transcription Factors,D12.776.260.719.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D002219,Carbamates,D02.241.081.251,D02,D009930,Organic Chemicals
D003565,Cytidine Diphosphate,D03.383.742.686.246.150,D03,D006571,Heterocyclic Compounds
D003565,Cytidine Diphosphate,D13.695.740.246.150,D13,D009706,"Nucleic Acids, Nucleotides, and Nucleosides"
D013721,Triethylenephosphoramide,D03.383.097.217.935,D03,D006571,Heterocyclic Compounds
D010882,Piperonyl Butoxide,D03.383.246.118.600,D03,D006571,Heterocyclic Compounds
D000074702,Proteostasis,G02.111.730,G02,D055598,Chemical Phenomena
D000074702,Proteostasis,G03.816,G03,D008660,Metabolism
D011719,Pyrazines,D03.383.679,D03,D006571,Heterocyclic Compounds
D010278,Parathion,D02.705.400.625.600,D02,D009930,Organic Chemicals
D020790,"Diabetes Insipidus, Neurogenic",C12.050.351.968.419.135.750,C12,D000091642,Urogenital Diseases
D020790,"Diabetes Insipidus, Neurogenic",C19.700.159.750,C19,D004700,Endocrine System Diseases
D002492,Central Nervous System Depressants,D27.505.696.277,D27,D020164,Chemical Actions and Uses
D000075369,Anoctamin-1,D12.776.157.530.400.175.032.500,D12,D000602,"Amino Acids, Peptides, and Proteins"
D000081223,Polycyclic Sesquiterpenes,D02.455.849.765.674,D02,D009930,Organic Chemicals
D000081223,Polycyclic Sesquiterpenes,D04.663,D04,D011083,Polycyclic Compounds
D000093683,Value-Based Health Care,N04.590.374.950,N04,D006298,Health Services Administration
D000093683,Value-Based Health Care,N05.300.915,N05,D017530,"Health Care Quality, Access, and Evaluation"
D015210,"Arthritis, Gouty",C05.550.114.423.410,C05,D009140,Musculoskeletal Diseases
D015210,"Arthritis, Gouty",C16.320.565.798.368.410,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D015210,"Arthritis, Gouty",C18.452.648.798.368.410,C18,D009750,Nutritional and Metabolic Diseases
D003025,Clubfoot,C05.330.488.655.063,C05,D009140,Musculoskeletal Diseases
D003025,Clubfoot,C16.131.621.585.512.500.681.063,C16,D009358,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities"
D015570,Josamycin,D02.540.576.500.998,D02,D009930,Organic Chemicals
D004683,"Encephalomyelitis, Equine",C01.207.245.340.450,C01,D007239,Infections
D004683,"Encephalomyelitis, Equine",C10.228.140.430.520.750.450,C10,D009422,Nervous System Diseases
D053061,Herpes Zoster Vaccine,D20.215.894.899.290.130.400,D20,D045424,Complex Mixtures
D040241,Social Marketing,J01.219.687.750,J01,D013676,"Technology, Industry, and Agriculture"
D040241,Social Marketing,N05.300.430.500.500,N05,D017530,"Health Care Quality, Access, and Evaluation"
D011235,Predatory Behavior,F01.145.113.111.600,F01,D001520,Behavior and Behavior Mechanisms
D000498,Allyl Compounds,D02.455.326.271.122,D02,D009930,Organic Chemicals
D000079302,Necroptosis,G04.146.954.500,G04,D002468,Cell Physiological Phenomena
D044140,"Receptor, Angiotensin, Type 1",D12.776.543.750.695.047.625,D12,D000602,"Amino Acids, Peptides, and Proteins"
D006479,"Hemorrhagic Fever, Crimean",C01.920.313.248,C01,D007239,Infections
D006986,Hypervitaminosis A,C18.654.301,C18,D009750,Nutritional and Metabolic Diseases
D041781,"Jaundice, Obstructive",C23.550.429.500.755,C23,D013568,"Pathological Conditions, Signs and Symptoms"
D000072664,Provitamins,D27.505.696.494.600.354,D27,D020164,Chemical Actions and Uses
D000072664,Provitamins,G07.203.300.681.500.600.500,G07,D010829,Physiological Phenomena
D000072664,Provitamins,J02.500.681.500.600.500,J02,D019602,Food and Beverages
D064348,Torpor,G07.110.232.889,G07,D010829,Physiological Phenomena
D064348,Torpor,G16.012.500.535.889,G16,D001686,Biological Phenomena
D004769,Enterovirus Infections,C01.925.782.687.359,C01,D007239,Infections
D009308,"National Center for Health Care Technology, U.S.",I01.409.418.750.600.650.400,I01,D012942,Social Sciences
D009308,"National Center for Health Care Technology, U.S.",N03.540.348.500.500.600.650.400,N03,D004472,Health Care Economics and Organizations
